cibil_score,applicant_income,coapplicant_income,loan_amount,loan_tenure_months,existing_debts,credit_card_utilization,delinquent_lines_2yrs,credit_history_years,employment_status,education,home_ownership,loan_purpose,loan_status
586,312000.0,0.0,1500000.0,240,44400.0,0.55,0,10.8,Salaried,Graduate,OWN,Home,0
736,224400.0,0.0,200000.0,60,56400.0,0.23,0,9.5,Salaried,Professional,OWN,Vehicle,1
742,475200.0,357600.0,733000.0,24,51600.0,0.46,0,0.5,Salaried,Graduate,OWN,Business,1
653,642000.0,235200.0,3266000.0,240,57600.0,0.54,2,3.1,Salaried,Graduate,RENT,Home,0
750,558000.0,326400.0,757000.0,48,166800.0,0.41,3,7.4,Self-Employed,Professional,OWN,Vehicle,0
506,468000.0,0.0,561000.0,36,93600.0,0.46,0,7.1,Salaried,Post Graduate,OWN,Business,0
831,349200.0,445200.0,1836000.0,180,8400.0,0.2,1,5.8,Business,Graduate,OWN,Home,1
651,822000.0,756000.0,1960000.0,36,163200.0,0.46,0,3.4,Salaried,Undergraduate,OWN,Personal,0
576,285600.0,280800.0,757000.0,36,97200.0,0.39,0,2.9,Salaried,Graduate,MORTGAGE,Education,0
582,901200.0,472800.0,6654000.0,240,27600.0,0.59,0,4.2,Salaried,Post Graduate,RENT,Home,0
616,338400.0,0.0,551000.0,84,139200.0,0.54,0,4.0,Salaried,Professional,OWN,Education,0
502,388800.0,0.0,233000.0,48,82800.0,0.26,0,5.4,Salaried,Graduate,RENT,Vehicle,0
666,262800.0,0.0,130000.0,24,60000.0,0.59,3,2.4,Self-Employed,Professional,MORTGAGE,Personal,0
758,446400.0,504000.0,466000.0,36,60000.0,0.6,0,0.5,Salaried,Post Graduate,RENT,Personal,1
718,1005600.0,244800.0,1532000.0,48,292800.0,0.35,0,10.2,Salaried,Graduate,RENT,Personal,1
674,781200.0,286800.0,261000.0,48,7200.0,0.39,0,8.3,Self-Employed,Graduate,RENT,Personal,1
798,1008000.0,0.0,771000.0,60,334800.0,0.35,1,0.5,Business,Post Graduate,OWN,Education,1
725,783600.0,0.0,2148000.0,120,34800.0,0.44,0,2.8,Self-Employed,Professional,MORTGAGE,Home,1
765,320400.0,0.0,416000.0,36,63600.0,0.59,0,9.3,Salaried,Graduate,OWN,Personal,0
624,490800.0,116400.0,3268000.0,240,32400.0,0.37,0,7.8,Business,Post Graduate,OWN,Home,0
521,382800.0,0.0,1500000.0,240,28800.0,0.44,0,11.2,Salaried,Graduate,OWN,Home,0
688,1222800.0,352800.0,896000.0,24,255600.0,0.65,0,8.2,Self-Employed,Graduate,RENT,Personal,0
647,304800.0,0.0,88000.0,24,8400.0,0.29,1,7.9,Salaried,Post Graduate,OWN,Personal,1
783,961200.0,0.0,3640000.0,120,64800.0,0.25,0,12.0,Salaried,Post Graduate,OWN,Home,1
593,961200.0,430800.0,3960000.0,180,235200.0,0.05,1,11.0,Salaried,Professional,OWN,Home,0
761,1609200.0,0.0,802000.0,36,504000.0,0.13,0,7.5,Salaried,Post Graduate,MORTGAGE,Business,1
732,469200.0,0.0,689000.0,36,75600.0,0.05,0,11.6,Salaried,Undergraduate,OWN,Business,0
627,870000.0,0.0,3559000.0,120,338400.0,0.23,0,13.7,Salaried,Professional,OWN,Home,0
735,2062800.0,0.0,10957000.0,120,148800.0,0.55,0,5.3,Salaried,Undergraduate,OWN,Home,0
668,418800.0,985200.0,717000.0,48,105600.0,0.65,0,3.9,Business,Graduate,RENT,Vehicle,1
744,253200.0,399600.0,294000.0,60,9600.0,0.21,0,0.5,Self-Employed,Graduate,OWN,Personal,1
738,216000.0,0.0,188000.0,48,16800.0,0.3,0,10.2,Salaried,Undergraduate,RENT,Personal,1
706,870000.0,223200.0,1073000.0,60,355200.0,0.42,0,5.1,Self-Employed,Post Graduate,OWN,Personal,0
648,216000.0,0.0,180000.0,36,96000.0,0.49,0,12.0,Salaried,Graduate,RENT,Personal,0
656,478800.0,597600.0,986000.0,36,214800.0,0.23,0,5.3,Self-Employed,Graduate,RENT,Personal,0
645,748800.0,552000.0,1298000.0,36,270000.0,0.4,0,7.0,Self-Employed,Post Graduate,OWN,Vehicle,0
645,651600.0,313200.0,189000.0,48,58800.0,0.17,1,10.4,Salaried,Professional,OWN,Personal,1
803,742800.0,0.0,186000.0,60,96000.0,0.43,0,0.5,Salaried,Graduate,OWN,Personal,1
655,664800.0,0.0,770000.0,36,26400.0,0.29,0,9.3,Salaried,Graduate,RENT,Vehicle,1
558,1188000.0,0.0,1557000.0,60,28800.0,0.26,1,6.0,Salaried,Post Graduate,MORTGAGE,Vehicle,0
603,348000.0,241200.0,393000.0,24,115200.0,0.17,0,6.9,Self-Employed,Post Graduate,OWN,Personal,0
691,405600.0,0.0,346000.0,36,98400.0,0.24,2,0.5,Salaried,Post Graduate,RENT,Education,0
546,384000.0,0.0,494000.0,48,114000.0,0.32,0,5.9,Salaried,Post Graduate,MORTGAGE,Vehicle,0
665,928800.0,531600.0,5326000.0,120,242400.0,0.7,0,3.7,Business,Post Graduate,MORTGAGE,Home,0
511,964800.0,0.0,1132000.0,24,4800.0,0.09,1,8.9,Business,Professional,OWN,Business,0
575,753600.0,0.0,359000.0,48,108000.0,0.24,0,5.3,Self-Employed,Graduate,RENT,Personal,0
777,1128000.0,0.0,4792000.0,180,350400.0,0.28,4,5.1,Salaried,Post Graduate,OWN,Home,0
798,307200.0,0.0,292000.0,24,118800.0,0.19,0,5.6,Salaried,Post Graduate,OWN,Personal,0
690,1471200.0,0.0,1538000.0,24,102000.0,0.46,0,10.3,Self-Employed,Graduate,RENT,Personal,0
730,1359600.0,0.0,424000.0,60,72000.0,0.29,0,5.1,Salaried,Professional,RENT,Personal,1
526,882000.0,0.0,322000.0,48,380400.0,0.6,0,14.6,Business,Graduate,RENT,Vehicle,0
762,1567200.0,0.0,6535000.0,240,681600.0,0.5,0,0.5,Self-Employed,Professional,MORTGAGE,Home,0
663,236400.0,564000.0,450000.0,12,79200.0,0.64,1,6.3,Business,Graduate,RENT,Business,0
758,440400.0,0.0,416000.0,60,12000.0,0.11,0,8.9,Salaried,Graduate,RENT,Vehicle,1
801,392400.0,678000.0,746000.0,36,111600.0,0.22,0,6.7,Salaried,Post Graduate,RENT,Business,1
736,874800.0,0.0,932000.0,36,50400.0,0.73,0,0.5,Salaried,Post Graduate,RENT,Personal,1
792,330000.0,0.0,68000.0,24,126000.0,0.41,3,7.8,Salaried,Graduate,RENT,Personal,0
752,892800.0,330000.0,3380000.0,180,122400.0,0.63,0,2.6,Salaried,Professional,RENT,Home,1
655,1250400.0,0.0,743000.0,60,267600.0,0.54,0,4.3,Self-Employed,Graduate,RENT,Education,1
743,862800.0,0.0,794000.0,36,72000.0,0.34,0,5.1,Business,Professional,RENT,Personal,1
680,687600.0,342000.0,265000.0,60,224400.0,0.69,0,6.6,Unemployed,Post Graduate,OWN,Business,0
588,342000.0,258000.0,813000.0,48,76800.0,0.35,0,9.1,Business,Graduate,OWN,Personal,0
712,369600.0,0.0,486000.0,36,117600.0,0.52,1,10.5,Salaried,Graduate,OWN,Business,0
776,1170000.0,0.0,2679000.0,240,168000.0,0.54,0,1.2,Salaried,Professional,RENT,Home,1
577,903600.0,199200.0,3577000.0,240,153600.0,0.54,1,4.1,Self-Employed,Graduate,RENT,Home,0
743,576000.0,500400.0,1191000.0,36,232800.0,0.37,0,0.5,Salaried,Undergraduate,OWN,Business,0
754,468000.0,0.0,366000.0,24,54000.0,0.1,0,6.3,Salaried,Graduate,OWN,Business,1
545,216000.0,0.0,286000.0,24,87600.0,0.57,1,4.1,Salaried,Graduate,OWN,Business,0
699,326400.0,0.0,1500000.0,240,10800.0,0.23,0,11.3,Self-Employed,Graduate,RENT,Home,1
805,1683600.0,0.0,1680000.0,12,120000.0,0.64,1,9.7,Salaried,Undergraduate,RENT,Business,0
819,290400.0,0.0,373000.0,84,86400.0,0.5,0,12.3,Salaried,Graduate,RENT,Vehicle,1
717,652800.0,0.0,550000.0,36,291600.0,0.29,0,10.6,Salaried,Post Graduate,RENT,Education,0
688,1023600.0,0.0,978000.0,48,429600.0,0.24,0,7.2,Salaried,Post Graduate,MORTGAGE,Vehicle,0
579,295200.0,0.0,491000.0,84,67200.0,0.35,0,8.6,Salaried,Graduate,MORTGAGE,Education,0
549,651600.0,88800.0,527000.0,60,154800.0,0.25,1,7.2,Salaried,Professional,RENT,Vehicle,0
673,985200.0,0.0,1063000.0,48,254400.0,0.32,0,0.5,Salaried,Post Graduate,MORTGAGE,Vehicle,0
787,592800.0,0.0,2019000.0,240,211200.0,0.16,0,4.5,Self-Employed,Graduate,MORTGAGE,Home,0
820,2848800.0,0.0,1134000.0,60,705600.0,0.4,0,2.3,Business,Graduate,OWN,Vehicle,1
691,235200.0,351600.0,203000.0,48,12000.0,0.1,0,14.6,Self-Employed,Post Graduate,MORTGAGE,Personal,1
699,1053600.0,200400.0,733000.0,84,397200.0,0.34,1,0.5,Self-Employed,Graduate,RENT,Vehicle,0
599,535200.0,889200.0,6377000.0,180,213600.0,0.46,0,4.6,Salaried,Professional,RENT,Home,0
747,898800.0,0.0,272000.0,24,370800.0,0.55,1,9.8,Self-Employed,Post Graduate,MORTGAGE,Business,0
731,750000.0,274800.0,1166000.0,48,141600.0,0.12,0,12.2,Salaried,Professional,RENT,Vehicle,1
674,393600.0,0.0,1500000.0,240,39600.0,0.48,0,0.5,Salaried,Post Graduate,MORTGAGE,Home,1
700,667200.0,0.0,190000.0,24,36000.0,0.29,0,14.3,Self-Employed,Post Graduate,OWN,Personal,1
765,216000.0,708000.0,399000.0,60,50400.0,0.27,1,9.5,Salaried,Graduate,RENT,Education,1
740,819600.0,872400.0,2000000.0,24,102000.0,0.57,0,7.6,Business,Graduate,OWN,Personal,0
782,693600.0,292800.0,864000.0,60,133200.0,0.57,0,3.3,Business,Graduate,OWN,Business,1
754,836400.0,430800.0,762000.0,48,37200.0,0.16,1,10.1,Self-Employed,Graduate,OWN,Vehicle,1
579,1052400.0,372000.0,784000.0,24,94800.0,0.78,0,4.7,Salaried,Professional,OWN,Personal,0
755,720000.0,0.0,1350000.0,60,141600.0,0.31,0,7.2,Salaried,Post Graduate,RENT,Business,0
650,638400.0,0.0,517000.0,36,51600.0,0.46,0,6.9,Salaried,Graduate,RENT,Personal,1
663,362400.0,0.0,115000.0,36,37200.0,0.55,0,10.6,Salaried,Graduate,MORTGAGE,Personal,1
575,397200.0,392400.0,752000.0,12,3600.0,0.53,0,6.3,Salaried,Post Graduate,MORTGAGE,Personal,0
557,1130400.0,0.0,1748000.0,36,37200.0,0.86,0,14.5,Salaried,Graduate,RENT,Business,0
798,1296000.0,654000.0,675000.0,60,68400.0,0.55,0,13.1,Business,Graduate,RENT,Education,1
667,516000.0,0.0,859000.0,24,152400.0,0.32,0,8.5,Self-Employed,Graduate,RENT,Business,0
810,603600.0,0.0,654000.0,24,40800.0,0.48,0,5.8,Business,Post Graduate,OWN,Personal,0
662,357600.0,0.0,420000.0,24,141600.0,0.34,0,7.3,Salaried,Graduate,MORTGAGE,Personal,0
666,1120800.0,0.0,4371000.0,180,396000.0,0.22,1,8.2,Salaried,Post Graduate,RENT,Home,0
728,848400.0,824400.0,8095000.0,120,312000.0,0.33,0,5.7,Self-Employed,Graduate,OWN,Home,0
671,1711200.0,0.0,1480000.0,48,271200.0,0.5,0,11.5,Self-Employed,Post Graduate,RENT,Vehicle,1
782,362400.0,0.0,1500000.0,180,9600.0,0.34,0,6.6,Salaried,Post Graduate,RENT,Home,1
714,477600.0,0.0,2040000.0,240,16800.0,0.45,0,0.9,Unemployed,Professional,RENT,Home,0
793,668400.0,0.0,985000.0,60,207600.0,0.32,2,4.7,Salaried,Undergraduate,RENT,Personal,0
676,840000.0,0.0,2470000.0,180,349200.0,0.63,0,2.2,Salaried,Graduate,RENT,Home,0
761,522000.0,0.0,186000.0,24,40800.0,0.45,0,2.9,Salaried,Graduate,RENT,Personal,1
648,363600.0,312000.0,1293000.0,24,141600.0,0.54,0,5.3,Business,Professional,OWN,Business,0
736,955200.0,0.0,1597000.0,36,280800.0,0.27,0,2.0,Salaried,Graduate,RENT,Business,0
717,874800.0,0.0,1048000.0,84,266400.0,0.25,1,15.4,Self-Employed,Post Graduate,MORTGAGE,Education,0
686,355200.0,192000.0,696000.0,24,111600.0,0.82,0,4.9,Business,Graduate,OWN,Personal,0
675,1239600.0,0.0,468000.0,36,34800.0,0.36,0,0.5,Salaried,Graduate,MORTGAGE,Personal,1
750,1119600.0,0.0,5147000.0,180,304800.0,0.51,2,12.1,Self-Employed,Post Graduate,RENT,Home,0
793,633600.0,0.0,478000.0,48,138000.0,0.35,0,9.0,Unemployed,Graduate,OWN,Vehicle,0
604,614400.0,0.0,1135000.0,36,231600.0,0.13,1,3.5,Salaried,Graduate,OWN,Business,0
684,798000.0,480000.0,500000.0,60,153600.0,0.51,0,0.5,Business,Graduate,MORTGAGE,Business,1
738,366000.0,0.0,471000.0,24,84000.0,0.46,0,12.0,Salaried,Post Graduate,RENT,Personal,0
742,597600.0,696000.0,1279000.0,36,156000.0,0.2,3,9.3,Self-Employed,Graduate,OWN,Business,0
769,216000.0,160800.0,434000.0,48,57600.0,0.47,0,2.4,Self-Employed,Graduate,RENT,Personal,1
754,952800.0,0.0,1250000.0,84,171600.0,0.57,2,4.0,Unemployed,Post Graduate,MORTGAGE,Education,0
740,249600.0,0.0,1500000.0,180,19200.0,0.44,0,14.1,Self-Employed,Graduate,RENT,Home,0
759,1345200.0,0.0,1705000.0,60,152400.0,0.56,0,8.7,Salaried,Undergraduate,OWN,Vehicle,1
724,490800.0,0.0,200000.0,48,91200.0,0.28,0,5.6,Self-Employed,Post Graduate,RENT,Vehicle,1
753,523200.0,208800.0,1013000.0,36,146400.0,0.37,0,3.1,Salaried,Undergraduate,OWN,Education,0
829,416400.0,934800.0,1189000.0,60,85200.0,0.65,0,8.8,Salaried,Post Graduate,OWN,Vehicle,1
779,501600.0,0.0,566000.0,84,178800.0,0.25,0,8.9,Business,Post Graduate,OWN,Education,1
589,1284000.0,0.0,1132000.0,48,332400.0,0.83,0,5.2,Salaried,Graduate,OWN,Personal,0
653,216000.0,0.0,200000.0,36,33600.0,0.1,0,3.3,Salaried,Post Graduate,OWN,Education,0
703,1186800.0,390000.0,1703000.0,24,265200.0,0.49,0,3.4,Business,Undergraduate,RENT,Business,0
754,708000.0,463200.0,1250000.0,36,114000.0,0.88,0,6.0,Salaried,Graduate,RENT,Vehicle,1
553,302400.0,408000.0,619000.0,24,3600.0,0.57,0,4.0,Salaried,Post Graduate,OWN,Business,0
707,325200.0,0.0,143000.0,24,40800.0,0.09,0,13.0,Self-Employed,Post Graduate,RENT,Personal,1
733,1479600.0,610800.0,2672000.0,120,300000.0,0.26,1,3.6,Salaried,Post Graduate,OWN,Education,1
744,349200.0,0.0,333000.0,24,39600.0,0.3,1,1.9,Self-Employed,Graduate,RENT,Personal,0
716,312000.0,0.0,1500000.0,180,100800.0,0.29,2,1.0,Salaried,Graduate,RENT,Home,0
803,1099200.0,0.0,791000.0,36,426000.0,0.63,0,12.3,Salaried,Graduate,RENT,Vehicle,0
651,709200.0,0.0,532000.0,60,94800.0,0.49,0,1.2,Self-Employed,Professional,OWN,Vehicle,1
792,351600.0,1214400.0,1910000.0,60,3600.0,0.25,0,6.2,Self-Employed,Professional,RENT,Vehicle,1
743,662400.0,214800.0,462000.0,48,260400.0,0.14,0,5.5,Self-Employed,Post Graduate,RENT,Personal,1
797,334800.0,0.0,361000.0,12,86400.0,0.28,0,10.4,Salaried,Graduate,RENT,Business,0
740,1077600.0,621600.0,2000000.0,24,2400.0,0.53,0,6.7,Self-Employed,Post Graduate,OWN,Personal,0
695,1054800.0,0.0,877000.0,84,237600.0,0.64,0,9.6,Self-Employed,Professional,RENT,Vehicle,1
772,788400.0,280800.0,1004000.0,60,34800.0,0.14,3,3.6,Business,Graduate,RENT,Education,0
807,717600.0,231600.0,555000.0,60,217200.0,0.52,0,5.2,Business,Professional,RENT,Business,1
747,1549200.0,0.0,1898000.0,36,372000.0,0.69,0,0.5,Business,Professional,RENT,Vehicle,0
734,588000.0,692400.0,3310000.0,240,241200.0,0.07,1,6.3,Self-Employed,Graduate,RENT,Home,1
740,307200.0,0.0,1500000.0,240,55200.0,0.27,1,10.5,Self-Employed,Post Graduate,RENT,Home,0
742,753600.0,0.0,1872000.0,240,313200.0,0.41,0,1.9,Business,Post Graduate,MORTGAGE,Home,0
729,1852800.0,285600.0,8193000.0,180,697200.0,0.35,1,8.3,Salaried,Post Graduate,RENT,Home,0
726,337200.0,260400.0,349000.0,48,114000.0,0.3,0,6.3,Salaried,Graduate,RENT,Vehicle,1
753,482400.0,218400.0,698000.0,36,94800.0,0.48,0,7.4,Salaried,Undergraduate,OWN,Vehicle,1
626,739200.0,339600.0,2306000.0,180,138000.0,0.44,1,10.3,Salaried,Graduate,MORTGAGE,Home,1
772,571200.0,0.0,530000.0,48,102000.0,0.3,0,5.2,Salaried,Post Graduate,OWN,Vehicle,1
656,343200.0,0.0,1500000.0,240,8400.0,0.1,2,8.9,Salaried,Post Graduate,RENT,Home,0
794,1090800.0,355200.0,1189000.0,60,297600.0,0.56,0,3.6,Self-Employed,Professional,MORTGAGE,Personal,1
776,2107200.0,0.0,568000.0,120,757200.0,0.45,0,11.6,Salaried,Post Graduate,OWN,Education,1
797,655200.0,342000.0,1885000.0,36,219600.0,0.29,0,0.8,Salaried,Post Graduate,MORTGAGE,Business,0
807,357600.0,0.0,427000.0,48,93600.0,0.44,0,7.5,Salaried,Graduate,OWN,Personal,1
618,250800.0,386400.0,803000.0,84,40800.0,0.15,0,8.0,Business,Post Graduate,MORTGAGE,Education,1
638,678000.0,0.0,2971000.0,120,212400.0,0.06,0,8.5,Self-Employed,Graduate,OWN,Home,0
723,1080000.0,182400.0,1472000.0,48,256800.0,0.52,0,14.5,Salaried,Undergraduate,MORTGAGE,Personal,1
649,764400.0,429600.0,4407000.0,180,289200.0,0.38,0,6.9,Salaried,Post Graduate,RENT,Home,0
685,588000.0,262800.0,306000.0,36,72000.0,0.42,0,4.6,Business,Graduate,RENT,Personal,1
806,426000.0,0.0,200000.0,60,19200.0,0.41,1,0.5,Salaried,Professional,OWN,Education,1
750,322800.0,544800.0,195000.0,36,0.0,0.25,0,4.3,Business,Graduate,RENT,Personal,1
618,931200.0,222000.0,393000.0,36,310800.0,0.16,1,1.5,Salaried,Professional,OWN,Personal,0
658,972000.0,373200.0,690000.0,24,261600.0,0.62,2,5.9,Self-Employed,Graduate,OWN,Personal,0
573,250800.0,144000.0,265000.0,36,7200.0,0.34,1,8.8,Salaried,Undergraduate,RENT,Personal,0
711,1410000.0,0.0,914000.0,84,532800.0,0.6,1,9.2,Salaried,Graduate,OWN,Vehicle,1
616,806400.0,0.0,845000.0,48,172800.0,0.35,0,8.7,Salaried,Undergraduate,RENT,Vehicle,0
831,1269600.0,0.0,1306000.0,36,264000.0,0.3,0,11.3,Self-Employed,Post Graduate,RENT,Personal,1
754,280800.0,0.0,200000.0,60,86400.0,0.8,0,5.6,Business,Graduate,RENT,Vehicle,0
574,277200.0,316800.0,460000.0,36,79200.0,0.06,0,9.3,Salaried,Undergraduate,OWN,Personal,0
662,542400.0,0.0,2066000.0,180,58800.0,0.52,0,13.2,Self-Employed,Professional,OWN,Home,0
710,775200.0,0.0,1037000.0,12,224400.0,0.35,1,7.2,Salaried,Post Graduate,MORTGAGE,Personal,0
682,1580400.0,0.0,1041000.0,36,610800.0,0.32,0,0.5,Self-Employed,Professional,RENT,Vehicle,0
763,867600.0,0.0,3393000.0,180,152400.0,0.61,1,1.9,Salaried,Undergraduate,OWN,Home,0
850,514800.0,0.0,291000.0,36,67200.0,0.81,2,8.3,Business,Professional,RENT,Vehicle,0
665,334800.0,0.0,1500000.0,300,9600.0,0.22,0,0.5,Business,Graduate,MORTGAGE,Home,1
681,1156800.0,0.0,1616000.0,48,315600.0,0.28,0,8.7,Business,Post Graduate,RENT,Personal,0
772,345600.0,0.0,222000.0,36,117600.0,0.26,0,4.6,Salaried,Professional,RENT,Vehicle,1
703,1440000.0,326400.0,3465000.0,180,627600.0,0.3,0,11.8,Salaried,Graduate,OWN,Home,1
545,502800.0,0.0,1500000.0,120,138000.0,0.21,0,0.5,Salaried,Graduate,OWN,Home,0
558,1411200.0,0.0,1565000.0,24,284400.0,0.42,0,7.4,Salaried,Undergraduate,RENT,Personal,0
799,854400.0,266400.0,428000.0,84,360000.0,0.1,0,2.0,Salaried,Professional,RENT,Vehicle,1
791,546000.0,198000.0,1092000.0,48,44400.0,0.5,0,2.7,Self-Employed,Graduate,MORTGAGE,Personal,1
711,441600.0,484800.0,4914000.0,240,140400.0,0.18,4,2.3,Salaried,Post Graduate,RENT,Home,0
746,487200.0,651600.0,1474000.0,12,72000.0,0.61,0,4.3,Salaried,Graduate,RENT,Personal,0
567,744000.0,0.0,200000.0,60,288000.0,0.22,0,9.6,Salaried,Professional,RENT,Education,0
751,613200.0,190800.0,982000.0,36,205200.0,0.38,2,12.4,Self-Employed,Graduate,OWN,Personal,0
572,424800.0,0.0,449000.0,12,63600.0,0.71,1,8.1,Salaried,Graduate,OWN,Business,0
561,537600.0,0.0,330000.0,84,187200.0,0.74,1,7.8,Self-Employed,Professional,OWN,Education,0
725,614400.0,460800.0,1507000.0,24,246000.0,0.13,0,6.9,Self-Employed,Post Graduate,RENT,Business,0
714,216000.0,0.0,228000.0,12,24000.0,0.22,0,5.7,Salaried,Post Graduate,OWN,Business,0
547,757200.0,282000.0,1610000.0,60,194400.0,0.18,2,5.7,Self-Employed,Post Graduate,MORTGAGE,Business,0
721,343200.0,398400.0,695000.0,24,64800.0,0.21,2,11.9,Salaried,Post Graduate,RENT,Business,0
742,312000.0,0.0,121000.0,48,129600.0,0.7,0,6.8,Salaried,Graduate,RENT,Personal,1
798,232800.0,420000.0,2539000.0,180,102000.0,0.82,1,5.8,Salaried,Post Graduate,RENT,Home,0
793,219600.0,0.0,251000.0,48,10800.0,0.41,2,11.0,Self-Employed,Graduate,OWN,Personal,0
692,279600.0,0.0,1500000.0,240,69600.0,0.78,0,7.1,Salaried,Post Graduate,OWN,Home,0
560,398400.0,652800.0,3398000.0,180,94800.0,0.64,0,0.5,Self-Employed,Post Graduate,RENT,Home,0
579,1722000.0,0.0,3283000.0,12,673200.0,0.1,0,8.5,Salaried,Graduate,MORTGAGE,Business,0
698,440400.0,379200.0,447000.0,24,154800.0,0.52,0,6.4,Self-Employed,Graduate,RENT,Business,1
501,649200.0,0.0,489000.0,12,84000.0,0.38,2,6.8,Salaried,Graduate,OWN,Personal,0
722,733200.0,0.0,1500000.0,180,172800.0,0.58,0,12.1,Salaried,Graduate,RENT,Home,1
606,632400.0,819600.0,2663000.0,180,108000.0,0.79,0,9.7,Salaried,Post Graduate,RENT,Home,1
677,564000.0,670800.0,2228000.0,180,90000.0,0.82,0,2.6,Salaried,Graduate,OWN,Home,1
578,304800.0,0.0,1500000.0,240,100800.0,0.35,0,9.1,Self-Employed,Undergraduate,OWN,Home,0
692,1306800.0,0.0,1350000.0,60,352800.0,0.24,0,13.7,Salaried,Graduate,OWN,Business,1
722,1588800.0,278400.0,782000.0,36,142800.0,0.77,0,16.2,Self-Employed,Graduate,OWN,Business,1
701,232800.0,0.0,249000.0,36,64800.0,0.29,1,0.5,Salaried,Graduate,OWN,Personal,0
695,334800.0,363600.0,427000.0,12,69600.0,0.64,0,2.7,Self-Employed,Graduate,OWN,Personal,0
814,504000.0,0.0,200000.0,60,76800.0,0.38,0,2.8,Self-Employed,Undergraduate,MORTGAGE,Education,1
756,345600.0,639600.0,1081000.0,36,10800.0,0.05,0,14.8,Salaried,Graduate,MORTGAGE,Vehicle,1
774,776400.0,466800.0,845000.0,36,324000.0,0.25,0,10.1,Salaried,Professional,OWN,Vehicle,1
730,393600.0,0.0,125000.0,36,152400.0,0.34,0,5.4,Unemployed,Post Graduate,RENT,Business,0
761,1935600.0,153600.0,1930000.0,24,264000.0,0.46,0,6.3,Salaried,Graduate,OWN,Personal,1
639,1132800.0,402000.0,4109000.0,240,283200.0,0.05,0,5.4,Salaried,Undergraduate,RENT,Home,1
595,661200.0,554400.0,2068000.0,36,256800.0,0.12,0,3.6,Salaried,Undergraduate,RENT,Business,0
739,1034400.0,0.0,952000.0,84,241200.0,0.66,0,4.5,Salaried,Undergraduate,OWN,Vehicle,1
732,1081200.0,930000.0,1644000.0,60,69600.0,0.34,0,9.3,Salaried,Post Graduate,RENT,Vehicle,1
579,430800.0,207600.0,194000.0,24,92400.0,0.26,0,4.7,Business,Graduate,MORTGAGE,Personal,0
709,375600.0,194400.0,788000.0,48,52800.0,0.5,0,8.7,Unemployed,Post Graduate,OWN,Personal,0
553,614400.0,255600.0,4657000.0,300,126000.0,0.24,0,8.7,Business,Post Graduate,RENT,Home,0
831,944400.0,0.0,3573000.0,180,360000.0,0.2,0,2.5,Salaried,Graduate,OWN,Home,0
661,634800.0,464400.0,4707000.0,180,116400.0,0.27,0,2.8,Salaried,Post Graduate,RENT,Home,0
582,247200.0,0.0,377000.0,12,88800.0,0.43,0,6.9,Self-Employed,Graduate,OWN,Business,0
729,378000.0,0.0,218000.0,36,39600.0,0.33,0,7.0,Salaried,Post Graduate,MORTGAGE,Personal,1
792,565200.0,0.0,637000.0,24,151200.0,0.48,2,2.3,Salaried,Post Graduate,OWN,Personal,0
739,564000.0,0.0,776000.0,48,108000.0,0.09,3,13.2,Self-Employed,Post Graduate,RENT,Personal,0
647,1741200.0,0.0,1966000.0,48,762000.0,0.15,1,7.7,Salaried,Undergraduate,MORTGAGE,Vehicle,0
677,274800.0,0.0,445000.0,24,0.0,0.32,1,4.1,Self-Employed,Professional,MORTGAGE,Business,0
758,776400.0,0.0,1197000.0,12,127200.0,0.32,0,0.5,Business,Graduate,MORTGAGE,Business,0
674,1334400.0,391200.0,2096000.0,48,488400.0,0.18,3,12.0,Salaried,Undergraduate,RENT,Vehicle,0
654,2052000.0,0.0,1399000.0,48,361200.0,0.46,0,9.1,Salaried,Graduate,OWN,Personal,1
830,470400.0,0.0,335000.0,36,45600.0,0.08,1,7.1,Self-Employed,Graduate,RENT,Personal,1
620,770400.0,0.0,205000.0,84,296400.0,0.07,2,10.3,Business,Post Graduate,RENT,Education,0
633,805200.0,0.0,979000.0,36,214800.0,0.68,1,6.9,Salaried,Graduate,RENT,Vehicle,0
534,655200.0,0.0,732000.0,24,164400.0,0.59,0,1.4,Salaried,Graduate,MORTGAGE,Personal,0
563,556800.0,380400.0,2459000.0,240,100800.0,0.71,1,3.2,Salaried,Graduate,MORTGAGE,Home,0
661,747600.0,480000.0,1768000.0,12,52800.0,0.11,0,0.5,Salaried,Graduate,MORTGAGE,Personal,0
591,216000.0,507600.0,3500000.0,180,56400.0,0.32,2,11.1,Salaried,Post Graduate,OWN,Home,0
643,855600.0,282000.0,1725000.0,60,194400.0,0.78,3,7.3,Self-Employed,Graduate,OWN,Business,0
665,630000.0,0.0,617000.0,24,114000.0,0.59,0,2.7,Salaried,Graduate,OWN,Personal,0
633,520800.0,0.0,246000.0,60,18000.0,0.36,1,8.7,Self-Employed,Post Graduate,RENT,Vehicle,0
708,1813200.0,0.0,2000000.0,36,531600.0,0.54,0,4.5,Salaried,Graduate,RENT,Personal,0
756,405600.0,204000.0,425000.0,36,115200.0,0.39,0,6.1,Self-Employed,Graduate,OWN,Business,1
660,471600.0,0.0,90000.0,36,118800.0,0.73,0,1.3,Salaried,Undergraduate,RENT,Personal,1
819,1759200.0,198000.0,785000.0,48,104400.0,0.28,1,6.5,Salaried,Post Graduate,OWN,Vehicle,1
701,372000.0,0.0,383000.0,60,50400.0,0.19,1,7.7,Salaried,Graduate,OWN,Personal,1
